generation	n_individuals	mean_p_NULL	n_SI	n_pSI1	n_pSI2	n_pSI3	n_SC	BL	replicate	scenario
6	81	0.05555555555555555	63	18	0	0	0	BL3	24	rescue_low
7	81	0.040123456790123455	69	11	1	0	0	BL3	24	rescue_low
8	81	0.07716049382716049	60	17	4	0	0	BL3	24	rescue_low
9	81	0.08950617283950617	57	19	5	0	0	BL3	24	rescue_low
10	81	0.040123456790123455	72	6	2	1	0	BL3	24	rescue_low
11	81	0.06481481481481481	68	5	8	0	0	BL3	24	rescue_low
12	81	0.11419753086419752	51	23	7	0	0	BL3	24	rescue_low
13	81	0.12962962962962962	47	26	8	0	0	BL3	24	rescue_low
14	81	0.1111111111111111	50	27	3	1	0	BL3	24	rescue_low
15	81	0.15432098765432098	47	24	4	6	0	BL3	24	rescue_low
16	81	0.22530864197530864	34	27	14	6	0	BL3	24	rescue_low
17	81	0.3055555555555556	20	33	19	8	1	BL3	24	rescue_low
18	81	0.28703703703703703	23	30	22	5	1	BL3	24	rescue_low
19	81	0.2932098765432099	26	16	38	1	0	BL3	24	rescue_low
20	81	0.30864197530864196	24	28	15	14	0	BL3	24	rescue_low
21	81	0.345679012345679	19	28	24	4	6	BL3	24	rescue_low
22	81	0.37037037037037035	15	33	19	7	7	BL3	24	rescue_low
23	81	0.44135802469135804	11	25	24	14	7	BL3	24	rescue_low
24	81	0.42592592592592593	8	25	37	5	6	BL3	24	rescue_low
25	81	0.45987654320987653	13	14	33	15	6	BL3	24	rescue_low
26	81	0.5555555555555556	1	14	40	18	8	BL3	24	rescue_low
27	81	0.6419753086419753	1	12	24	28	16	BL3	24	rescue_low
28	81	0.6419753086419753	1	10	31	20	19	BL3	24	rescue_low
29	81	0.7129629629629629	4	5	18	26	28	BL3	24	rescue_low
30	81	0.7623456790123457	0	8	15	23	35	BL3	24	rescue_low
31	81	0.6851851851851852	0	10	22	28	21	BL3	24	rescue_low
32	81	0.7438271604938271	0	6	14	37	24	BL3	24	rescue_low
33	81	0.7746913580246914	1	5	15	24	36	BL3	24	rescue_low
34	81	0.7469135802469136	0	4	22	26	29	BL3	24	rescue_low
35	81	0.7839506172839507	5	1	12	23	40	BL3	24	rescue_low
36	81	0.8580246913580247	0	3	5	27	46	BL3	24	rescue_low
37	81	0.8518518518518519	0	0	12	24	45	BL3	24	rescue_low
38	81	0.8117283950617284	0	4	10	29	38	BL3	24	rescue_low
39	81	0.8024691358024691	0	2	15	28	36	BL3	24	rescue_low
40	81	0.8055555555555556	0	2	13	31	35	BL3	24	rescue_low
41	81	0.8302469135802469	0	5	8	24	44	BL3	24	rescue_low
42	81	0.8425925925925926	1	0	14	19	47	BL3	24	rescue_low
43	81	0.8271604938271605	0	0	15	26	40	BL3	24	rescue_low
44	81	0.7932098765432098	0	3	17	24	37	BL3	24	rescue_low
45	81	0.8734567901234568	0	1	7	24	49	BL3	24	rescue_low
46	81	0.9012345679012346	0	0	2	28	51	BL3	24	rescue_low
47	81	0.9290123456790124	0	0	1	21	59	BL3	24	rescue_low
48	81	0.9290123456790124	0	0	1	21	59	BL3	24	rescue_low
49	81	0.8919753086419753	0	0	4	27	50	BL3	24	rescue_low
50	81	0.8641975308641975	1	2	3	28	47	BL3	24	rescue_low
51	81	0.8734567901234568	1	0	10	17	53	BL3	24	rescue_low
52	81	0.8827160493827161	0	0	7	24	50	BL3	24	rescue_low
53	81	0.8827160493827161	0	0	5	28	48	BL3	24	rescue_low
54	81	0.8888888888888888	0	0	10	16	55	BL3	24	rescue_low
55	81	0.8611111111111112	0	0	3	39	39	BL3	24	rescue_low
56	81	0.8240740740740741	0	5	11	20	45	BL3	24	rescue_low
57	81	0.8765432098765432	0	0	9	22	50	BL3	24	rescue_low
58	81	0.8858024691358025	0	2	3	25	51	BL3	24	rescue_low
59	81	0.8734567901234568	0	0	8	25	48	BL3	24	rescue_low
60	81	0.8703703703703703	0	0	8	26	47	BL3	24	rescue_low
61	81	0.8580246913580247	0	5	4	23	49	BL3	24	rescue_low
62	81	0.8302469135802469	0	2	20	9	50	BL3	24	rescue_low
63	81	0.9012345679012346	0	0	7	18	56	BL3	24	rescue_low
64	81	0.9166666666666666	0	1	4	16	60	BL3	24	rescue_low
65	81	0.9475308641975309	0	0	1	15	65	BL3	24	rescue_low
66	81	0.9660493827160493	0	0	0	11	70	BL3	24	rescue_low
67	81	0.9691358024691358	0	0	1	8	72	BL3	24	rescue_low
68	81	0.9660493827160493	0	0	1	9	71	BL3	24	rescue_low
69	81	0.9753086419753086	0	0	0	8	73	BL3	24	rescue_low
70	81	0.9814814814814815	0	0	0	6	75	BL3	24	rescue_low
71	81	0.9537037037037037	1	0	1	9	70	BL3	24	rescue_low
72	81	0.9629629629629629	0	1	1	7	72	BL3	24	rescue_low
73	81	0.9814814814814815	0	0	0	6	75	BL3	24	rescue_low
74	81	0.9783950617283951	0	0	0	7	74	BL3	24	rescue_low
75	81	0.9907407407407407	0	0	1	1	79	BL3	24	rescue_low
76	81	0.9969135802469136	0	0	0	1	80	BL3	24	rescue_low
77	81	1.0	0	0	0	0	81	BL3	24	rescue_low
78	81	1.0	0	0	0	0	81	BL3	24	rescue_low
79	81	1.0	0	0	0	0	81	BL3	24	rescue_low
80	81	1.0	0	0	0	0	81	BL3	24	rescue_low
81	81	1.0	0	0	0	0	81	BL3	24	rescue_low
82	81	1.0	0	0	0	0	81	BL3	24	rescue_low
83	81	1.0	0	0	0	0	81	BL3	24	rescue_low
84	81	1.0	0	0	0	0	81	BL3	24	rescue_low
85	81	1.0	0	0	0	0	81	BL3	24	rescue_low
86	81	1.0	0	0	0	0	81	BL3	24	rescue_low
87	81	1.0	0	0	0	0	81	BL3	24	rescue_low
88	81	1.0	0	0	0	0	81	BL3	24	rescue_low
89	81	1.0	0	0	0	0	81	BL3	24	rescue_low
90	81	1.0	0	0	0	0	81	BL3	24	rescue_low
91	81	1.0	0	0	0	0	81	BL3	24	rescue_low
92	81	1.0	0	0	0	0	81	BL3	24	rescue_low
93	81	1.0	0	0	0	0	81	BL3	24	rescue_low
94	81	1.0	0	0	0	0	81	BL3	24	rescue_low
95	81	1.0	0	0	0	0	81	BL3	24	rescue_low
96	81	1.0	0	0	0	0	81	BL3	24	rescue_low
97	81	1.0	0	0	0	0	81	BL3	24	rescue_low
98	81	1.0	0	0	0	0	81	BL3	24	rescue_low
99	81	0.9876543209876543	1	0	0	0	80	BL3	24	rescue_low
100	81	1.0	0	0	0	0	81	BL3	24	rescue_low
0	81	0.018518518518518517	79	0	1	0	1	BL3	25	rescue_low
1	81	0.0	81	0	0	0	0	BL3	25	rescue_low
2	81	0.0	81	0	0	0	0	BL3	25	rescue_low
3	81	0.0	81	0	0	0	0	BL3	25	rescue_low
4	81	0.0	81	0	0	0	0	BL3	25	rescue_low
5	81	0.0	81	0	0	0	0	BL3	25	rescue_low
6	81	0.0	81	0	0	0	0	BL3	25	rescue_low
7	81	0.0	81	0	0	0	0	BL3	25	rescue_low
8	81	0.0	81	0	0	0	0	BL3	25	rescue_low
9	81	0.0	81	0	0	0	0	BL3	25	rescue_low
10	81	0.0	81	0	0	0	0	BL3	25	rescue_low
11	81	0.0	81	0	0	0	0	BL3	25	rescue_low
12	81	0.0	81	0	0	0	0	BL3	25	rescue_low
13	81	0.0	81	0	0	0	0	BL3	25	rescue_low
14	81	0.0	81	0	0	0	0	BL3	25	rescue_low
15	81	0.0	81	0	0	0	0	BL3	25	rescue_low
16	81	0.0	81	0	0	0	0	BL3	25	rescue_low
17	81	0.0	81	0	0	0	0	BL3	25	rescue_low
18	81	0.0	81	0	0	0	0	BL3	25	rescue_low
19	81	0.0	81	0	0	0	0	BL3	25	rescue_low
20	81	0.0	81	0	0	0	0	BL3	25	rescue_low
21	81	0.0	81	0	0	0	0	BL3	25	rescue_low
22	81	0.0	81	0	0	0	0	BL3	25	rescue_low
23	81	0.0	81	0	0	0	0	BL3	25	rescue_low
24	81	0.0	81	0	0	0	0	BL3	25	rescue_low
25	81	0.0	81	0	0	0	0	BL3	25	rescue_low
26	81	0.0	81	0	0	0	0	BL3	25	rescue_low
27	81	0.0	81	0	0	0	0	BL3	25	rescue_low
28	81	0.0	81	0	0	0	0	BL3	25	rescue_low
29	81	0.0	81	0	0	0	0	BL3	25	rescue_low
30	81	0.0	81	0	0	0	0	BL3	25	rescue_low
31	81	0.0	81	0	0	0	0	BL3	25	rescue_low
32	81	0.0	81	0	0	0	0	BL3	25	rescue_low
33	81	0.0	81	0	0	0	0	BL3	25	rescue_low
34	81	0.0	81	0	0	0	0	BL3	25	rescue_low
35	81	0.0	81	0	0	0	0	BL3	25	rescue_low
36	81	0.0	81	0	0	0	0	BL3	25	rescue_low
37	81	0.0	81	0	0	0	0	BL3	25	rescue_low
38	81	0.0	81	0	0	0	0	BL3	25	rescue_low
39	81	0.0	81	0	0	0	0	BL3	25	rescue_low
40	81	0.0	81	0	0	0	0	BL3	25	rescue_low
41	81	0.0	81	0	0	0	0	BL3	25	rescue_low
42	81	0.0	81	0	0	0	0	BL3	25	rescue_low
43	81	0.0	81	0	0	0	0	BL3	25	rescue_low
44	81	0.0	81	0	0	0	0	BL3	25	rescue_low
45	81	0.0	81	0	0	0	0	BL3	25	rescue_low
46	81	0.0	81	0	0	0	0	BL3	25	rescue_low
47	81	0.0	81	0	0	0	0	BL3	25	rescue_low
48	81	0.0	81	0	0	0	0	BL3	25	rescue_low
49	81	0.0	81	0	0	0	0	BL3	25	rescue_low
50	81	0.0	81	0	0	0	0	BL3	25	rescue_low
51	81	0.0	81	0	0	0	0	BL3	25	rescue_low
52	81	0.0	81	0	0	0	0	BL3	25	rescue_low
53	81	0.0	81	0	0	0	0	BL3	25	rescue_low
54	81	0.0	81	0	0	0	0	BL3	25	rescue_low
55	81	0.0	81	0	0	0	0	BL3	25	rescue_low
56	81	0.0	81	0	0	0	0	BL3	25	rescue_low
57	81	0.0	81	0	0	0	0	BL3	25	rescue_low
58	81	0.0	81	0	0	0	0	BL3	25	rescue_low
59	81	0.0	81	0	0	0	0	BL3	25	rescue_low
60	81	0.0	81	0	0	0	0	BL3	25	rescue_low
61	81	0.0	81	0	0	0	0	BL3	25	rescue_low
62	81	0.0	81	0	0	0	0	BL3	25	rescue_low
63	81	0.0	81	0	0	0	0	BL3	25	rescue_low
64	81	0.0	81	0	0	0	0	BL3	25	rescue_low
65	81	0.0	81	0	0	0	0	BL3	25	rescue_low
66	81	0.0	81	0	0	0	0	BL3	25	rescue_low
67	81	0.0	81	0	0	0	0	BL3	25	rescue_low
68	81	0.0	81	0	0	0	0	BL3	25	rescue_low
69	81	0.0	81	0	0	0	0	BL3	25	rescue_low
70	81	0.0	81	0	0	0	0	BL3	25	rescue_low
71	81	0.0	81	0	0	0	0	BL3	25	rescue_low
72	81	0.0	81	0	0	0	0	BL3	25	rescue_low
73	81	0.0	81	0	0	0	0	BL3	25	rescue_low
74	81	0.0	81	0	0	0	0	BL3	25	rescue_low
75	81	0.0	81	0	0	0	0	BL3	25	rescue_low
76	81	0.0	81	0	0	0	0	BL3	25	rescue_low
77	81	0.0	81	0	0	0	0	BL3	25	rescue_low
78	81	0.0	81	0	0	0	0	BL3	25	rescue_low
79	81	0.0	81	0	0	0	0	BL3	25	rescue_low
80	81	0.0	81	0	0	0	0	BL3	25	rescue_low
81	81	0.0	81	0	0	0	0	BL3	25	rescue_low
82	81	0.0030864197530864196	80	1	0	0	0	BL3	25	rescue_low
83	81	0.0	81	0	0	0	0	BL3	25	rescue_low
84	81	0.0	81	0	0	0	0	BL3	25	rescue_low
85	81	0.0	81	0	0	0	0	BL3	25	rescue_low
86	81	0.0	81	0	0	0	0	BL3	25	rescue_low
87	81	0.012345679012345678	77	4	0	0	0	BL3	25	rescue_low
88	81	0.021604938271604937	74	7	0	0	0	BL3	25	rescue_low
89	81	0.021604938271604937	75	5	1	0	0	BL3	25	rescue_low
90	81	0.043209876543209874	67	14	0	0	0	BL3	25	rescue_low
91	81	0.04938271604938271	66	14	1	0	0	BL3	25	rescue_low
92	81	0.06481481481481481	60	21	0	0	0	BL3	25	rescue_low
93	81	0.1419753086419753	46	26	8	0	1	BL3	25	rescue_low
94	81	0.1882716049382716	39	25	15	2	0	BL3	25	rescue_low
95	81	0.22839506172839505	31	31	14	5	0	BL3	25	rescue_low
96	81	0.32098765432098764	20	30	20	10	1	BL3	25	rescue_low
97	81	0.35802469135802467	14	28	30	8	1	BL3	25	rescue_low
98	81	0.4012345679012346	12	31	19	15	4	BL3	25	rescue_low
99	81	0.38580246913580246	23	15	25	12	6	BL3	25	rescue_low
100	81	0.39814814814814814	10	32	21	17	1	BL3	25	rescue_low
0	81	0.018518518518518517	79	0	1	0	1	BL3	26	rescue_low
1	81	0.021604938271604937	78	1	1	0	1	BL3	26	rescue_low
2	81	0.040123456790123455	74	1	6	0	0	BL3	26	rescue_low
3	81	0.05246913580246913	70	8	0	3	0	BL3	26	rescue_low
4	81	0.07098765432098765	63	13	5	0	0	BL3	26	rescue_low
5	81	0.06481481481481481	64	13	4	0	0	BL3	26	rescue_low
6	81	0.09259259259259259	55	22	4	0	0	BL3	26	rescue_low
7	81	0.11728395061728394	52	20	9	0	0	BL3	26	rescue_low
8	81	0.14506172839506173	42	31	8	0	0	BL3	26	rescue_low
9	81	0.15432098765432098	43	26	12	0	0	BL3	26	rescue_low
10	81	0.20987654320987653	34	32	10	4	1	BL3	26	rescue_low
11	81	0.23148148148148148	28	31	22	0	0	BL3	26	rescue_low
12	81	0.23148148148148148	28	36	12	5	0	BL3	26	rescue_low
13	81	0.3117283950617284	17	37	20	4	3	BL3	26	rescue_low
14	81	0.33641975308641975	19	30	21	7	4	BL3	26	rescue_low
15	81	0.30864197530864196	13	44	16	8	0	BL3	26	rescue_low
16	81	0.37962962962962965	15	23	29	14	0	BL3	26	rescue_low
17	81	0.4382716049382716	9	27	24	17	4	BL3	26	rescue_low
18	81	0.45987654320987653	13	10	39	15	4	BL3	26	rescue_low
19	81	0.47530864197530864	6	24	26	22	3	BL3	26	rescue_low
20	81	0.6049382716049383	0	14	30	26	11	BL3	26	rescue_low
21	81	0.654320987654321	2	15	19	21	24	BL3	26	rescue_low
22	81	0.6882716049382716	2	6	21	33	19	BL3	26	rescue_low
23	81	0.7314814814814815	0	0	29	29	23	BL3	26	rescue_low
24	81	0.7314814814814815	0	2	26	29	24	BL3	26	rescue_low
25	81	0.7808641975308642	0	1	16	36	28	BL3	26	rescue_low
26	81	0.7808641975308642	0	3	13	36	29	BL3	26	rescue_low
27	81	0.8858024691358025	0	0	6	25	50	BL3	26	rescue_low
28	81	0.8765432098765432	0	0	2	36	43	BL3	26	rescue_low
29	81	0.8703703703703703	0	0	12	18	51	BL3	26	rescue_low
30	81	0.9228395061728395	0	2	2	15	62	BL3	26	rescue_low
31	81	0.9290123456790124	0	0	8	7	66	BL3	26	rescue_low
32	81	0.941358024691358	0	0	6	7	68	BL3	26	rescue_low
33	81	0.9475308641975309	0	0	2	13	66	BL3	26	rescue_low
34	81	0.9722222222222222	0	0	0	9	72	BL3	26	rescue_low
35	81	0.9753086419753086	1	0	0	4	76	BL3	26	rescue_low
36	81	0.9783950617283951	0	0	2	3	76	BL3	26	rescue_low
37	81	0.9907407407407407	0	0	0	3	78	BL3	26	rescue_low
38	81	1.0	0	0	0	0	81	BL3	26	rescue_low
39	81	1.0	0	0	0	0	81	BL3	26	rescue_low
40	81	0.9876543209876543	1	0	0	0	80	BL3	26	rescue_low
41	81	0.9814814814814815	0	0	3	0	78	BL3	26	rescue_low
42	81	0.9722222222222222	1	0	1	3	76	BL3	26	rescue_low
43	81	0.9814814814814815	0	0	1	4	76	BL3	26	rescue_low
44	81	0.9814814814814815	0	0	1	4	76	BL3	26	rescue_low
45	81	0.9907407407407407	0	0	0	3	78	BL3	26	rescue_low
46	81	0.9938271604938271	0	0	0	2	79	BL3	26	rescue_low
47	81	0.9938271604938271	0	0	1	0	80	BL3	26	rescue_low
48	81	1.0	0	0	0	0	81	BL3	26	rescue_low
49	81	1.0	0	0	0	0	81	BL3	26	rescue_low
50	81	1.0	0	0	0	0	81	BL3	26	rescue_low
51	81	1.0	0	0	0	0	81	BL3	26	rescue_low
52	81	0.9876543209876543	1	0	0	0	80	BL3	26	rescue_low
53	81	1.0	0	0	0	0	81	BL3	26	rescue_low
54	81	1.0	0	0	0	0	81	BL3	26	rescue_low
55	81	1.0	0	0	0	0	81	BL3	26	rescue_low
56	81	1.0	0	0	0	0	81	BL3	26	rescue_low
57	81	1.0	0	0	0	0	81	BL3	26	rescue_low
58	81	1.0	0	0	0	0	81	BL3	26	rescue_low
59	81	1.0	0	0	0	0	81	BL3	26	rescue_low
60	81	1.0	0	0	0	0	81	BL3	26	rescue_low
61	81	1.0	0	0	0	0	81	BL3	26	rescue_low
62	81	1.0	0	0	0	0	81	BL3	26	rescue_low
63	81	1.0	0	0	0	0	81	BL3	26	rescue_low
64	81	1.0	0	0	0	0	81	BL3	26	rescue_low
65	81	1.0	0	0	0	0	81	BL3	26	rescue_low
66	81	1.0	0	0	0	0	81	BL3	26	rescue_low
67	81	1.0	0	0	0	0	81	BL3	26	rescue_low
68	81	1.0	0	0	0	0	81	BL3	26	rescue_low
69	81	1.0	0	0	0	0	81	BL3	26	rescue_low
70	81	1.0	0	0	0	0	81	BL3	26	rescue_low
71	81	1.0	0	0	0	0	81	BL3	26	rescue_low
72	81	1.0	0	0	0	0	81	BL3	26	rescue_low
73	81	1.0	0	0	0	0	81	BL3	26	rescue_low
74	81	1.0	0	0	0	0	81	BL3	26	rescue_low
75	81	1.0	0	0	0	0	81	BL3	26	rescue_low
76	81	1.0	0	0	0	0	81	BL3	26	rescue_low
77	81	1.0	0	0	0	0	81	BL3	26	rescue_low
78	81	1.0	0	0	0	0	81	BL3	26	rescue_low
79	81	1.0	0	0	0	0	81	BL3	26	rescue_low
80	81	1.0	0	0	0	0	81	BL3	26	rescue_low
81	81	1.0	0	0	0	0	81	BL3	26	rescue_low
82	81	1.0	0	0	0	0	81	BL3	26	rescue_low
83	81	1.0	0	0	0	0	81	BL3	26	rescue_low
84	81	1.0	0	0	0	0	81	BL3	26	rescue_low
85	81	1.0	0	0	0	0	81	BL3	26	rescue_low
86	81	1.0	0	0	0	0	81	BL3	26	rescue_low
87	81	1.0	0	0	0	0	81	BL3	26	rescue_low
88	81	1.0	0	0	0	0	81	BL3	26	rescue_low
89	81	1.0	0	0	0	0	81	BL3	26	rescue_low
90	81	0.9876543209876543	1	0	0	0	80	BL3	26	rescue_low
91	81	1.0	0	0	0	0	81	BL3	26	rescue_low
92	81	1.0	0	0	0	0	81	BL3	26	rescue_low
93	81	1.0	0	0	0	0	81	BL3	26	rescue_low
94	81	1.0	0	0	0	0	81	BL3	26	rescue_low
95	81	1.0	0	0	0	0	81	BL3	26	rescue_low
96	81	1.0	0	0	0	0	81	BL3	26	rescue_low
97	81	1.0	0	0	0	0	81	BL3	26	rescue_low
98	81	1.0	0	0	0	0	81	BL3	26	rescue_low
99	81	1.0	0	0	0	0	81	BL3	26	rescue_low
100	81	1.0	0	0	0	0	81	BL3	26	rescue_low
0	81	0.018518518518518517	79	0	1	0	1	BL3	27	rescue_low
1	81	0.04938271604938271	71	4	6	0	0	BL3	27	rescue_low
2	81	0.037037037037037035	70	10	1	0	0	BL3	27	rescue_low
3	81	0.030864197530864196	71	10	0	0	0	BL3	27	rescue_low
4	81	0.04938271604938271	67	12	2	0	0	BL3	27	rescue_low
5	81	0.046296296296296294	70	7	4	0	0	BL3	27	rescue_low
6	81	0.07407407407407407	63	12	6	0	0	BL3	27	rescue_low
7	81	0.14506172839506173	52	15	10	4	0	BL3	27	rescue_low
8	81	0.14814814814814814	46	22	13	0	0	BL3	27	rescue_low
9	81	0.12654320987654322	48	26	6	1	0	BL3	27	rescue_low
10	81	0.1419753086419753	46	24	11	0	0	BL3	27	rescue_low
11	81	0.16049382716049382	43	26	10	2	0	BL3	27	rescue_low
12	81	0.15432098765432098	47	21	10	3	0	BL3	27	rescue_low
13	81	0.19135802469135801	39	26	12	4	0	BL3	27	rescue_low
14	81	0.19135802469135801	36	30	13	2	0	BL3	27	rescue_low
15	81	0.21604938271604937	34	31	11	3	2	BL3	27	rescue_low
16	81	0.19444444444444445	40	19	22	0	0	BL3	27	rescue_low
17	81	0.2191358024691358	36	27	10	8	0	BL3	27	rescue_low
18	81	0.20679012345679013	37	26	13	5	0	BL3	27	rescue_low
19	81	0.21604938271604937	31	33	15	1	1	BL3	27	rescue_low
20	81	0.19444444444444445	24	52	4	1	0	BL3	27	rescue_low
21	81	0.27469135802469136	21	34	23	3	0	BL3	27	rescue_low
22	81	0.2777777777777778	17	42	19	2	1	BL3	27	rescue_low
23	81	0.3148148148148148	17	32	27	4	1	BL3	27	rescue_low
24	81	0.3549382716049383	12	31	30	8	0	BL3	27	rescue_low
25	81	0.4104938271604938	11	25	29	14	2	BL3	27	rescue_low
26	81	0.4351851851851852	6	28	29	17	1	BL3	27	rescue_low
27	81	0.4351851851851852	8	22	35	15	1	BL3	27	rescue_low
28	81	0.4567901234567901	8	19	37	13	4	BL3	27	rescue_low
29	81	0.5679012345679012	1	17	31	23	9	BL3	27	rescue_low
30	81	0.5833333333333334	0	17	32	20	12	BL3	27	rescue_low
31	81	0.6049382716049383	1	16	20	36	8	BL3	27	rescue_low
32	81	0.6882716049382716	0	5	25	36	15	BL3	27	rescue_low
33	81	0.7253086419753086	2	5	11	44	19	BL3	27	rescue_low
34	81	0.7098765432098766	0	6	28	20	27	BL3	27	rescue_low
35	81	0.7191358024691358	2	11	13	24	31	BL3	27	rescue_low
36	81	0.6882716049382716	1	14	16	23	27	BL3	27	rescue_low
37	81	0.7129629629629629	0	7	26	20	28	BL3	27	rescue_low
38	81	0.7191358024691358	0	4	21	37	19	BL3	27	rescue_low
39	81	0.7438271604938271	0	5	21	26	29	BL3	27	rescue_low
40	81	0.8024691358024691	0	2	10	38	31	BL3	27	rescue_low
41	81	0.7901234567901234	0	0	22	24	35	BL3	27	rescue_low
42	81	0.8179012345679012	0	5	8	28	40	BL3	27	rescue_low
43	81	0.8055555555555556	0	1	21	18	41	BL3	27	rescue_low
44	81	0.7777777777777778	0	6	16	22	37	BL3	27	rescue_low
45	81	0.7808641975308642	0	10	10	21	40	BL3	27	rescue_low
46	81	0.7716049382716049	5	7	13	7	49	BL3	27	rescue_low
47	81	0.808641975308642	0	1	18	23	39	BL3	27	rescue_low
48	81	0.8487654320987654	0	2	11	21	47	BL3	27	rescue_low
49	81	0.8487654320987654	0	0	17	15	49	BL3	27	rescue_low
50	81	0.8240740740740741	1	5	9	20	46	BL3	27	rescue_low
51	81	0.8796296296296297	0	0	13	13	55	BL3	27	rescue_low
52	81	0.808641975308642	0	5	9	29	38	BL3	27	rescue_low
53	81	0.8333333333333334	1	3	8	25	44	BL3	27	rescue_low
54	81	0.8765432098765432	1	1	7	19	53	BL3	27	rescue_low
55	81	0.8981481481481481	0	0	5	23	53	BL3	27	rescue_low
56	81	0.8950617283950617	0	1	8	15	57	BL3	27	rescue_low
57	81	0.9351851851851852	1	0	1	15	64	BL3	27	rescue_low
58	81	0.941358024691358	0	0	4	11	66	BL3	27	rescue_low
59	81	0.9197530864197531	0	0	8	10	63	BL3	27	rescue_low
60	81	0.9320987654320988	0	0	3	16	62	BL3	27	rescue_low
61	81	0.9074074074074074	0	1	4	19	57	BL3	27	rescue_low
62	81	0.9104938271604939	0	0	5	19	57	BL3	27	rescue_low
63	81	0.9444444444444444	0	2	0	12	67	BL3	27	rescue_low
64	81	0.9351851851851852	0	0	5	11	65	BL3	27	rescue_low
65	81	0.9259259259259259	0	0	3	18	60	BL3	27	rescue_low
66	81	0.9537037037037037	0	2	1	7	71	BL3	27	rescue_low
67	81	0.941358024691358	0	0	7	5	69	BL3	27	rescue_low
68	81	0.9197530864197531	0	0	8	10	63	BL3	27	rescue_low
69	81	0.9537037037037037	0	0	1	13	67	BL3	27	rescue_low
70	81	0.9382716049382716	1	0	2	12	66	BL3	27	rescue_low
71	81	0.9475308641975309	0	0	1	15	65	BL3	27	rescue_low
72	81	0.9506172839506173	0	0	2	12	67	BL3	27	rescue_low
73	81	0.9783950617283951	0	0	1	5	75	BL3	27	rescue_low
74	81	0.9845679012345679	0	0	2	1	78	BL3	27	rescue_low
75	81	0.9783950617283951	0	0	3	1	77	BL3	27	rescue_low
76	81	0.9629629629629629	0	0	3	6	72	BL3	27	rescue_low
77	81	0.9691358024691358	0	0	2	6	73	BL3	27	rescue_low
78	81	0.9753086419753086	0	0	2	4	75	BL3	27	rescue_low
79	81	0.9506172839506173	0	0	4	8	69	BL3	27	rescue_low
80	81	0.9691358024691358	0	0	2	6	73	BL3	27	rescue_low
81	81	0.9845679012345679	1	0	0	1	79	BL3	27	rescue_low
82	81	0.9753086419753086	0	0	4	0	77	BL3	27	rescue_low
83	81	0.9753086419753086	0	0	2	4	75	BL3	27	rescue_low
84	81	0.9598765432098766	0	0	0	13	68	BL3	27	rescue_low
85	81	0.9907407407407407	0	0	0	3	78	BL3	27	rescue_low
86	81	1.0	0	0	0	0	81	BL3	27	rescue_low
87	81	1.0	0	0	0	0	81	BL3	27	rescue_low
88	81	1.0	0	0	0	0	81	BL3	27	rescue_low
89	81	1.0	0	0	0	0	81	BL3	27	rescue_low
90	81	1.0	0	0	0	0	81	BL3	27	rescue_low
91	81	1.0	0	0	0	0	81	BL3	27	rescue_low
92	81	1.0	0	0	0	0	81	BL3	27	rescue_low
93	81	1.0	0	0	0	0	81	BL3	27	rescue_low
94	81	1.0	0	0	0	0	81	BL3	27	rescue_low
95	81	1.0	0	0	0	0	81	BL3	27	rescue_low
96	81	1.0	0	0	0	0	81	BL3	27	rescue_low
97	81	1.0	0	0	0	0	81	BL3	27	rescue_low
98	81	1.0	0	0	0	0	81	BL3	27	rescue_low
99	81	1.0	0	0	0	0	81	BL3	27	rescue_low
100	81	1.0	0	0	0	0	81	BL3	27	rescue_low
0	81	0.018518518518518517	79	0	1	0	1	BL3	28	rescue_low
1	81	0.006172839506172839	79	2	0	0	0	BL3	28	rescue_low
2	81	0.006172839506172839	79	2	0	0	0	BL3	28	rescue_low
3	81	0.009259259259259259	78	3	0	0	0	BL3	28	rescue_low
4	81	0.015432098765432098	76	5	0	0	0	BL3	28	rescue_low
5	81	0.012345679012345678	77	4	0	0	0	BL3	28	rescue_low
6	81	0.0030864197530864196	80	1	0	0	0	BL3	28	rescue_low
7	81	0.0030864197530864196	80	1	0	0	0	BL3	28	rescue_low
8	81	0.006172839506172839	79	2	0	0	0	BL3	28	rescue_low
9	81	0.015432098765432098	76	5	0	0	0	BL3	28	rescue_low
10	81	0.027777777777777776	73	7	1	0	0	BL3	28	rescue_low
11	81	0.027777777777777776	73	7	1	0	0	BL3	28	rescue_low
12	81	0.05864197530864197	66	13	0	2	0	BL3	28	rescue_low
13	81	0.11728395061728394	57	10	14	0	0	BL3	28	rescue_low
14	81	0.1111111111111111	52	22	7	0	0	BL3	28	rescue_low
15	81	0.10185185185185185	48	33	0	0	0	BL3	28	rescue_low
16	81	0.09567901234567901	59	13	9	0	0	BL3	28	rescue_low
17	81	0.07716049382716049	62	13	6	0	0	BL3	28	rescue_low
18	81	0.13580246913580246	49	23	6	3	0	BL3	28	rescue_low
19	81	0.17901234567901234	39	28	12	2	0	BL3	28	rescue_low
20	81	0.1728395061728395	42	26	9	4	0	BL3	28	rescue_low
21	81	0.17901234567901234	35	36	9	0	1	BL3	28	rescue_low
22	81	0.2345679012345679	30	31	15	5	0	BL3	28	rescue_low
23	81	0.20987654320987653	32	33	13	3	0	BL3	28	rescue_low
24	81	0.21604938271604937	22	50	7	2	0	BL3	28	rescue_low
